Geo Point;Geo Shape;gml_id;LOCALISATION;GID;IDENT;NATURE_N1;NATURE_N2;NATURE;SOUS_NATURE;GID_ACTE;DATE_DEBUT_ACTE;DATE_FIN_ACTE;GID_EMPRISE;TYPE_EMPRISE;LOCALISATION_EMPRISE;MES_LIBELLE;TYPE_GEOMETRIE
44.85075635488719, -0.5419622808423885;"{""coordinates"": [[-0.541515918983027, 44.8506987987697], [-0.542315431036267, 44.85079778052524], [-0.54239487492635, 44.850850903988366]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.148802;Rue Reinette à partir du N° 6 à l'intersection avec Avenue Thiers (Bordeaux) situés en agglomération;148802;2404719;107;326;Electricité - Branchement;Création;242546;2024-10-03;2024-10-13;307045/307044;DEVIATION/EMPRISE;Rue Jules Verne, avenue Thiers demi-tour à gauche face au n°371, puis demi-tour à gauche face à la rue Galin vers rue Reinette. (Bordeaux)/Rue Reinette, du 6 jusqu'à l'Avenue Thiers (Bordeaux);"Déviation/Interdiction de stationnement;Circulation interdite";LIGNE
44.82693748808675, -0.5958414236215799;"{""coordinates"": [[-0.596209373416637, 44.826875188798105], [-0.595473473826523, 44.826999787375385]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.155176;Rue Léo Saignat au N° 50 (Bordeaux) situé en agglomération;155176;2410910;133;460;Travaux sur immeuble - Construction;Mise en place clôture;240568;2024-09-09;2025-03-08;304635/304634;EMPRISE/EMPRISE;Rue de Rigoulet/Rue Léo Saignat du côté pair, de la place de Campeyraut jusqu'à la rue de Rigoulet.;"Stop et Cédez-le-passage hors intersection/Neutralisation de voie;Mesure libre circulation";LIGNE
44.837922791497206, -0.5919827234518484;"{""coordinates"": [[-0.590782288510875, 44.838235147898175], [-0.590782288510875, 44.838235147898175], [-0.593183158392822, 44.83761043509623]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158481;Rue Georges Bonnac à partir du N° 197 jusqu'au N° 239 (Bordeaux) situés en agglomération;158481;2414109;97;421;Aménagement  de l'espace public;Couche de roulement;241839;2024-09-23;2024-10-11;306205/306217/306218/306219/306216;EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;du 16 au 20 Rue Batailley du 197 au 239 Rue Georges Bonnac du 65 au 75 Rue Pierre/Rue Pierre, rue Batailley, rue de Lacanau et la rue Lugeol/Rue Larmee/Déviation Nord -- Rue Georges Bonnac du boulevard du Président Wilson, rue de Brach, rue de Vincennes, rue Judaïque Rue Georges Bonnac du boulevard du Président Wilson, rue de Brach, rue Pierre, rue Larmée, rue Brizard, rue Judaïque -- Déviation Sud Rue Georges Bonnac du boulevard du Président Wilson, rue Général de Larminat, cours Maréchal Juin, rue Corps Franc Pommies, rue Marguerite Crauste, rue François de Sourdis --/233 Rue Georges Bonnac;"Interdiction de stationnement/Neutralisation de voie;Mise en impasse/Circulation inversée/Déviation/Circulation interdite";LIGNE
44.8384294201627, -0.5888698124807493;"{""coordinates"": [[-0.589293188550812, 44.83894584746101], [-0.58859616990442, 44.83782351191967], [-0.588868531795065, 44.838893086070414], [-0.589186379408678, 44.83878735080496]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.154952;Place Henri Labit (Bordeaux) en agglomération Rue Chauffour au N° 50 (Bordeaux) situé en agglomération Rue Chauffour au N° 52 (Bordeaux) situé en agglomération Rue Jacques Nancy (Bordeaux) en agglomération;154952;2410686;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;237837;2024-08-05;2024-11-05;301071/301072/301073;EMPRISE/DEVIATION/EMPRISE;Rue Jacques Nancy (Bordeaux)/Rue Georges Bonnac - Rue Henri Labit/Rue Henri Labit, -- Rue Georges Bonnac, au droit de la place -- Rue Chauffour, du 50 à la Rue Georges Bonnac;"Circulation interdite/Déviation/Neutralisation de voie;Rétrécissement de largeur de voie";LIGNE
44.82965129331187, -0.5814507345092584;"{""coordinates"": [[-0.578307099917817, 44.830947084836296], [-0.579500011059011, 44.83059991228839], [-0.580481088670226, 44.83018620150208], [-0.584510740857963, 44.828149007919336]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.150705;Rue de Pessac de l'intersection avec Rue Edmond Costedoat jusqu'au N° 160 (Bordeaux) situés en agglomération;150705;2406579;107;326;Electricité - Branchement;Création;241734;2024-09-16;2024-10-25;306072;EMPRISE;Impasse Buscaillet (Bordeaux) Impasse Laurendon (Bordeaux) Rue Théodore Ducos (Bordeaux) Rue de Navarre (Bordeaux) Rue des Gants (Bordeaux) Rue de Pessac, de la Rue Edmond Costedoat jusqu'à la Rue Théodore Ducos;"Circulation interdite;Interdiction de stationnement;Mise en impasse;Neutralisation de voie";LIGNE
44.833888599741286, -0.5781649500065623;"{""coordinates"": [[-0.578190619316089, 44.83404712340343], [-0.578139280697036, 44.83373007607914]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.147635;Rue Jean Burguet à partir du N° 18 jusqu'au N° 28 (Bordeaux) situés en agglomération;147635;2403583;133;460;Travaux sur immeuble - Construction;Mise en place clôture;242901;2024-10-02;2025-01-01;307490;EMPRISE;du 20 au 28 Rue Jean Burguet (pour l'Hopital Saint André);"Mesure libre circulation;Interdiction de stationnement";LIGNE
44.842030976296726, -0.5766685989772633;"{""coordinates"": [[-0.577349636821484, 44.841977025509905], [-0.575987561133042, 44.84208492708354]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.145947;Cours de l'Intendance de l'intersection avec Rue Voltaire à l'intersection avec Rue Martignac (Bordeaux) situés en agglomération;145947;2401971;135;467;Travaux sur immeuble - Rénovation / Entretien;Manutention;231208#228634;2024-06-01#2024-05-02;2024-12-31#2026-06-26;292676/292677#289401/289400;EMPRISE/EMPRISE#EMPRISE/EMPRISE;Cours de l'Intendance, de la Rue Voltaire jusqu'à la Rue Martignac (Bordeaux)/21 Cours de l'Intendance (Bordeaux)#Cours Georges Clémenceau, au niveau de l'entrée sur le Cours de l'intendance/Cours de l'Intendance, du Cours Georges Clémenceau jusqu'au Cours du Chapeau Rouge (Bordeaux) Cours du Chapeau Rouge, du Cours de l'Intendance jusqu'à la Place Jean Jaurès (Bordeaux);Interdiction de stationnement/Neutralisation de voie#Mesure libre circulation/Mesure libre circulation;LIGNE
44.83119436106472, -0.5734899481684941;"{""coordinates"": [[-0.573494312504609, 44.831273592082916], [-0.573485583832379, 44.83111513004652]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.154524;Place de la Victoire au N° 25 (Bordeaux) situé en agglomération;154524;2410282;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;240610;2024-08-29;2024-11-30;304682;EMPRISE;25 Place de la Victoire (Bordeaux);"Interdiction de stationnement;Neutralisation de voie";LIGNE
44.8534975148643, -0.6214024985318226;"{""coordinates"": [[[-0.621545392939446, 44.8533634098182], [-0.62124028479032, 44.853619996488575]], [[-0.621564712260742, 44.85337503321415], [-0.621259604136089, 44.85363161993588]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.157669;Rue Gabriel Leglise de l'intersection avec Rue Stehelin à l'intersection avec Square Bernard Lecache (Bordeaux) situés en agglomération;157669;2413314;110;571;Gestion de l'espace public;Entretien de la voirie;240496;2024-09-30;2024-12-30;304545;EMPRISE;Au droit du parking du Square Bernard Lecache, de la Rue Stehelin jusqu'à la Rue Gabriel Leglise;"Limitation de vitesse;Rétrécissement de largeur de voie;Interdiction de stationnement";LIGNE
44.857780321880995, -0.6129499575212649;"{""coordinates"": [[-0.612630415626827, 44.85773390068722], [-0.613269499415703, 44.85782674307477]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.157638;Avenue de Strasbourg à partir du N° 57 à l'intersection avec Avenue de Verdun (Bordeaux) situés en agglomération;157638;2413284;110;571;Gestion de l'espace public;Entretien de la voirie;240437;2024-09-16;2024-10-04;304467/304465/304466/304468;DEVIATION/EMPRISE/EMPRISE/DEVIATION;Avenue de Strasbourg jusqu'à la rue de Lamolinerie, rue Lapie, avenue d'Eysines, l'avenue de Verdun et inversement/Avenue de Strasbourg, de la Rue Lamolinerie jusqu'à l'Avenue de Verdun (Bordeaux)/Avenue de Strasbourg, de l'Avenue de Verdun jusqu'au 57 (Bordeaux)/Avenue de Strasbourg jusqu'à rue Godard, rue du Vélodrome, rue du Petit Parc et l'avenue de Strasbourg;"Déviation/Circulation interdite;Limitation de vitesse/Interdiction de stationnement/Déviation";LIGNE
44.84755877077341, -0.6121558462352978;"{""coordinates"": [[-0.612169724785819, 44.847523728321626], [-0.612141967684777, 44.847593813225195]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158988;Rue Alfred Poirier à partir du N° 35 jusqu'au N° 30 (Bordeaux) situés en agglomération;158988;2414579;109;338;Electricité - Réseau;Entretien;242700;2024-10-11;2024-10-11;307232;EMPRISE;du 35 au 30 Rue Alfred Poirier (Bordeaux);"Interdiction de stationnement;Circulation alternée;Limitation de vitesse;Neutralisation de voie";LIGNE
44.851968061431805, -0.6116312333401004;"{""coordinates"": [[-0.611514532502629, 44.85193129735372], [-0.611747934177571, 44.852004825509894]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.159090;Avenue Louis Barthou à partir du N° 76 jusqu'au N° 87 (Bordeaux) situés en agglomération;159090;2414676;110;571;Gestion de l'espace public;Entretien de la voirie;242914;2024-10-14;2024-12-14;307505;EMPRISE;87 Avenue Louis Barthou (Bordeaux);"Limitation de vitesse;Neutralisation de voie;Circulation alternée";LIGNE
44.853352022095294, -0.6100717854600087;"{""coordinates"": [[[-0.609936828809944, 44.853320549343294], [-0.609989009252978, 44.853346263352165]], [[-0.609989561546931, 44.853302455796474], [-0.610206306096636, 44.85341053093607]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.155810;Avenue du Général Leclerc au N° 93 (Bordeaux) situé en agglomération Avenue du Général Leclerc à partir du N° 88 jusqu'au N° 90 (Bordeaux) situés en agglomération;155810;2411522;133;462;Travaux sur immeuble - Construction;Manutention;237077;2024-07-11;2025-06-30;300153;EMPRISE;93 Avenue du Général Leclerc (Bordeaux) du 88 au 90 Avenue du Général Leclerc (Bordeaux);"Limitation de vitesse;Neutralisation de voie";LIGNE
44.845704750697735, -0.6006951477861746;"{""coordinates"": [[-0.600816188690923, 44.84570686447899], [-0.600574106881426, 44.84570263691647]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.157656;Avenue de Mirmont à partir du N° 40 jusqu'au N° 27 (Bordeaux) situés en agglomération;157656;2413301;110;432;Gestion de l'espace public;Réfection de trottoir;240478;2024-09-30;2024-11-30;304523;EMPRISE;du 40 au 34 Avenue de Mirmont , au droit et en face pour un chantier au 29;"Limitation de vitesse;Neutralisation de voie;Interdiction de stationnement";LIGNE
44.846752188305445, -0.5982865856052473;"{""coordinates"": [[-0.598294078399726, 44.84673752426155], [-0.598279092810768, 44.84676685234935]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.155068;Boulevard du Président Wilson au N° 217 (Bordeaux) situé en agglomération;155068;2410802;95;276;Adduction Eau Potable - Branchement;Renouvellement;241413#242988;2024-09-18#2024-09-30;2025-09-18#2024-10-30;305682#307591;EMPRISE#EMPRISE;face au 224 Boulevard du Président Wilson , côté impair#face au 224 Boulevard du Président Wilson , côté impair;"Limitation de vitesse;Neutralisation de voie#Limitation de vitesse;Neutralisation de voie";LIGNE
44.84827537817478, -0.5910439531967018;"{""coordinates"": [[-0.591209566773398, 44.8483373625202], [-0.590878339620006, 44.84821339382935]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.122710;Rue Turenne à partir du N° 201B jusqu'au N° 195 (Bordeaux) situés en agglomération;122710;2217563;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;238506;2024-08-09;2024-10-15;301985/301986;EMPRISE/EMPRISE;du 195 au 201 Rue Turenne (Bordeaux)/du 188 au 196 Rue Turenne (Bordeaux);Neutralisation de voie/Interdiction de stationnement;LIGNE
44.853256446387846, -0.5850214826686506;"{""coordinates"": [[-0.587810711483942, 44.8532689691281], [-0.586534824454917, 44.85354563782902], [-0.585925221763667, 44.85355921231489], [-0.585342276406216, 44.85349241918736], [-0.584626408506086, 44.85330876235526], [-0.582953642218123, 44.85290510059036], [-0.582304389312348, 44.85256078148334]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.157634;Rue de Laseppe à partir du N° 120 jusqu'au N° 19 (Bordeaux) situés en agglomération;157634;2413280;95;276;Adduction Eau Potable - Branchement;Renouvellement;243532;2024-09-27;2024-10-04;308284/308285/308282/308283;EMPRISE/EMPRISE/EMPRISE/EMPRISE;du 55 Rue Laseppe jusqu'a la Rue du lavoir (Bordeaux)/du 32 Rue Laseppe jusqu'a la Rue de Blanquefort (Bordeaux)/du 120 au 64 Rue de Laseppe (Bordeaux)/Rue Catros Gerand , de La rue Ferdinand de Lesseps à la Rue Laseppe (Bordeaux);"Circulation interdite;Mise en impasse;Interdiction de stationnement/Circulation interdite;Interdiction de stationnement;Mise en impasse/Rétrécissement de largeur de voie;Interdiction de stationnement/Mise en impasse;Circulation interdite;Interdiction de stationnement";LIGNE
44.84653412765506, -0.5803798488698495;"{""coordinates"": [[-0.580367372989704, 44.84650848106114], [-0.580392324749995, 44.84655977424898]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.92773;Place Charles Gruet à partir du N° 16 jusqu'au N° 17 (Bordeaux) situés en agglomération;92773;2112399;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;242424;2024-10-01;2024-10-31;306896/306895;EMPRISE/EMPRISE;face au 15 jusqu'à face au 19 Place Charles Gruet/du 15 au 17 Place Charles Gruet (Bordeaux);Interdiction de stationnement/Rétrécissement de largeur de voie;LIGNE
44.84456467961376, -0.6249566925545714;"{""coordinates"": [[-0.625032360819879, 44.844368027738035], [-0.624881024289263, 44.84476133148949]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158226;Rue Ney de l'intersection avec Rue Massena jusqu'au N° 7 (Bordeaux) situés en agglomération;158226;2413855;110;432;Gestion de l'espace public;Réfection de trottoir;241430;2024-09-30;2024-11-30;305700;EMPRISE;Rue Ney, de la Rue Massena jusqu'au 7 (Bordeaux) au droit et en face pour un chantier au 5;"Limitation de vitesse;Rétrécissement de largeur de voie";LIGNE
44.83857290031303, -0.6163167361925714;"{""coordinates"": [[-0.616217688438323, 44.83857076939938], [-0.61641578394682, 44.83857503122667]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.156899;Avenue d'Ares (Mérignac) en agglomération;156899;2412571;95;275;Adduction Eau Potable - Branchement;Création;242922;2024-10-07;2024-10-18;307514;EMPRISE;du 305 au 309 Avenue d'Ares (Bordeaux);"Limitation de vitesse;Rétrécissement de largeur de voie;Neutralisation de voie";LIGNE
44.84206599970267, -0.6125081811701585;"{""coordinates"": [[-0.612515860402886, 44.84202282595992], [-0.612500501937431, 44.84210917344541]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158695;Rue de la Paix au N° 4 (Bordeaux) situé en agglomération;158695;2414320;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;242207;2024-09-30;2024-10-31;306625;EMPRISE;Rue de la Paix, de la Rue Marcelin Berthelot jusqu'à la Rue Detrois (Bordeaux);"Mise en impasse;Limitation de vitesse;Circulation interdite";LIGNE
44.820565246651135, -0.6031614873121538;"{""coordinates"": [[-0.603043855789268, 44.82061330953822], [-0.60327911883504, 44.82051718376405]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.143354;Rue du Haut-Brion à partir du N° 23 jusqu'au N° 29 (Bordeaux) situés en agglomération;143354;2318128;95;275;Adduction Eau Potable - Branchement;Création;240722;2024-09-16;2024-10-04;304832/304830/304831/304828/304829;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;Rue d'Artiguemale (Bordeaux)/Rue du Haut-Brion/Rue de Mahela (Bordeaux)/du 22 au 10 Rue du Haut-Brion/Rue du Haut-Brion, de la rue de Mahela jusqu'à la rue du Tauzin;Interdiction de tourner/Mesure libre circulation/Interdiction de tourner/Interdiction de stationnement/Circulation interdite;LIGNE
44.8537841284095, -0.6344302740374568;"{""coordinates"": [[-0.634638102597077, 44.85318913469383], [-0.634638102597077, 44.85318913469383], [-0.634222445477837, 44.85437912212517]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.157284;Rue Ermend Bonnal de l'intersection avec Rue Roger Ducasse à l'intersection avec Impasse Renoir (Bordeaux) situés en agglomération;157284;2412940;97;420;Aménagement  de l'espace public;Réfection générale;239767;2024-09-02;2024-11-02;303599/303600;EMPRISE/DEVIATION;Rue Ermend Bonnal, de la Rue Roger Ducasse jusqu'à l'Impasse Renoir (Bordeaux) au droit et en face/Rue Fragonard (Bordeaux) de la Rue Stehelin jusqu'à la Rue Périnot, de la Rue Périnot jusqu'à la Rue Capeyron, de la Rue Capeyron jusqu'à la Rue Roger Ducasse et inversement.;"Limitation de vitesse;Circulation interdite;Interdiction de stationnement/Déviation";LIGNE
44.85642076940016, -0.6337866309676214;"{""coordinates"": [[-0.633899459757447, 44.856154658921106], [-0.633899459757447, 44.856154658921106], [-0.633673802177796, 44.85668687987921]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.156027;Rue Fragonard à partir du N° 13 à l'intersection avec Rue Corot (Bordeaux) situés en agglomération;156027;2411738;110;618;Gestion de l'espace public;Aménagement général;237393;2024-07-30;2024-10-31;300518;EMPRISE;Du 13 au 19 Rue Fragonard (Bordeaux) au droit et en face;"Interdiction de stationnement;Circulation alternée;Limitation de vitesse";LIGNE
44.8650900566474, -0.6295378791450358;"{""coordinates"": [[-0.629557084977641, 44.865072905694504], [-0.629518673312431, 44.86510720760029]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.156212;Allée Davezac à partir du N° 20 jusqu'au N° 21 (Bordeaux) situés en agglomération;156212;2411908;107;326;Electricité - Branchement;Création;240390;2024-09-16;2024-10-04;304410;EMPRISE;du 16 au 21 Allée Davezac (Bordeaux) au droit et en face;"Limitation de vitesse;Interdiction de stationnement;Circulation alternée;Rétrécissement de largeur de voie";LIGNE
